ticket_id,customer_email,ticket_status,priority,csat_score,opened_date,channel,agent_team,resolution_hours,first_response_hours,escalation_count
T02349-2, CUSTOMER2349@DEMO-ML.EXAMPLE , closed , medium ,2.7,2026-01-21,web,security,39.5,5.25,2
T02351-1,customer2351@demo-ml.example, open , medium ,3.0,2026-01-24,email,billing,34.0,4.5,0
T02352-1,customer2352@demo-ml.example, pending , high ,,2026-01-26,chat,security,34.5,4.75,1
T02352-2, CUSTOMER2352@DEMO-ML.EXAMPLE , resolved , low ,4.8,2026-01-27,phone,billing,41.0,6.0,2
T02352-3,customer2352@demo-ml.example, closed , high ,3.5,2026-01-28,web,success,47.5,7.25,0
T02353-1,customer2353@demo-ml.example, resolved , critical ,4.4,2026-01-28,phone,platform,35.0,5.0,2
T02353-1,customer2353@demo-ml.example, resolved , critical ,4.4,2026-01-28,phone,platform,35.0,5.0,2
T02354-1,customer2354@demo-ml.example, closed , low ,2.7,2026-01-30,web,success,35.5,5.25,0
T02356-1,customer2356@demo-ml.example,, high ,4.1,2026-02-03,chat,security,36.5,5.75,2
T02357-1,customer2357@demo-ml.example, resolved , critical ,4.8,2026-02-05,phone,platform,37.0,6.0,0
T02358-1,customer2358@demo-ml.example, closed , low ,3.1,2026-02-07,web,success,37.5,6.25,1
T02358-2, CUSTOMER2358@DEMO-ML.EXAMPLE , open , high ,4.2,2026-02-08,email,platform,44.0,7.5,2
T02359-1,customer2359@demo-ml.example, open , medium ,3.8,2026-02-09,email,billing,38.0,6.5,2
T02359-3,customer2359@demo-ml.example, resolved , medium ,3.6,2026-02-11,phone,platform,51.0,9.0,1
T02361-1,customer2361@demo-ml.example, resolved , critical ,2.8,2026-02-13,phone,platform,39.0,7.0,1
T02361-2, CUSTOMER2361@DEMO-ML.EXAMPLE , closed , medium ,3.9,2026-02-14,web,security,45.5,8.25,2
T02362-1,customer2362@demo-ml.example, closed , low ,3.5,2026-02-15,web,success,39.5,7.25,2
T02363-1,customer2363@demo-ml.example, open ,,4.2,2026-02-17,email,billing,40.0,7.5,0
T02364-1,customer2364@demo-ml.example, pending , high ,4.9,2026-02-19,chat,security,40.5,7.75,1
T02364-2, CUSTOMER2364@DEMO-ML.EXAMPLE , resolved , low ,3.6,2026-02-20,phone,billing,47.0,9.0,2
T02366-1,customer2366@demo-ml.example, closed , low ,3.9,2026-02-23,web,success,41.5,8.25,0
T02366-1,customer2366@demo-ml.example, closed , low ,3.9,2026-02-23,web,success,41.5,8.25,0
T02366-3,customer2366@demo-ml.example, pending , low ,3.7,2026-02-25,chat,security,6.5,1.75,2
T02367-1,customer2367@demo-ml.example, open , medium ,4.6,2026-02-25,email,billing,42.0,8.5,1
T02367-2, CUSTOMER2367@DEMO-ML.EXAMPLE , pending , critical ,3.3,2026-02-26,chat,success,48.5,0.75,2
T02368-1,customer2368@demo-ml.example, pending , high ,,2026-02-27,chat,security,42.5,8.75,2
T02369-1,customer2369@demo-ml.example, resolved , critical ,3.6,2026-03-01,phone,platform,43.0,9.0,0
T02371-1,customer2371@demo-ml.example, open , medium ,2.6,2026-03-05,email,billing,44.0,0.5,2
T02372-1,customer2372@demo-ml.example, pending , high ,3.3,2026-03-07,chat,security,44.5,0.75,0
T02373-1,customer2373@demo-ml.example, resolved , critical ,4.0,2026-03-09,phone,platform,45.0,1.0,1
T02373-2, CUSTOMER2373@DEMO-ML.EXAMPLE , closed , medium ,2.7,2026-03-10,web,security,51.5,2.25,2
T02373-3,customer2373@demo-ml.example, open , critical ,3.8,2026-03-11,email,billing,10.0,3.5,0
T02374-1,customer2374@demo-ml.example, closed , low ,4.7,2026-03-11,web,success,45.5,1.25,2
T02376-1,customer2376@demo-ml.example, pending , high ,,2026-03-15,chat,security,46.5,1.75,1
T02376-2, CUSTOMER2376@DEMO-ML.EXAMPLE , resolved , low ,4.8,2026-03-16,phone,billing,5.0,3.0,2
T02377-1,customer2377@demo-ml.example, resolved , critical ,4.4,2026-03-17,phone,platform,47.0,2.0,2
T02378-1,customer2378@demo-ml.example, closed , low ,2.7,2026-03-19,web,success,47.5,2.25,0
T02379-1,customer2379@demo-ml.example, open , medium ,3.4,2026-03-21,email,billing,48.0,2.5,1
T02379-1,customer2379@demo-ml.example, open , medium ,3.4,2026-03-21,email,billing,48.0,2.5,1
T02379-2, CUSTOMER2379@DEMO-ML.EXAMPLE , pending , critical ,4.5,2026-03-22,chat,success,6.5,3.75,2
T02381-1,customer2381@demo-ml.example, resolved , critical ,4.8,2026-03-25,phone,platform,49.0,3.0,0
T02382-1,customer2382@demo-ml.example, closed , low ,3.1,2026-03-27,web,success,49.5,3.25,1
T02382-2, CUSTOMER2382@DEMO-ML.EXAMPLE , open , high ,4.2,2026-03-28,email,platform,8.0,4.5,2
T02383-1,customer2383@demo-ml.example, open , medium ,3.8,2026-03-29,email,billing,50.0,3.5,2
T02384-1,customer2384@demo-ml.example, pending , high ,,2026-03-31,chat,security,50.5,3.75,0
T02386-1,customer2386@demo-ml.example, closed , low ,3.5,2026-01-04,web,success,51.5,4.25,2
T02387-1,customer2387@demo-ml.example, open , medium ,4.2,2026-01-06,email,billing,4.0,4.5,0
T02387-3,customer2387@demo-ml.example, resolved , medium ,4.0,2026-01-08,phone,platform,17.0,7.0,2
T02388-1,customer2388@demo-ml.example, pending , high ,4.9,2026-01-08,chat,security,4.5,4.75,1
T02388-2, CUSTOMER2388@DEMO-ML.EXAMPLE , resolved , low ,3.6,2026-01-09,phone,billing,11.0,6.0,2
T02389-1,customer2389@demo-ml.example, resolved , critical ,3.2,2026-01-10,phone,platform,5.0,5.0,2
T02391-1,customer2391@demo-ml.example, open , medium ,4.6,2026-01-14,email,billing,6.0,5.5,1
T02391-2, CUSTOMER2391@DEMO-ML.EXAMPLE , pending , critical ,3.3,2026-01-15,chat,success,12.5,6.75,2
T02392-1,customer2392@demo-ml.example, pending , high ,,2026-01-16,chat,security,6.5,5.75,2
T02392-1,customer2392@demo-ml.example, pending , high ,,2026-01-16,chat,security,6.5,5.75,2
T02393-1,customer2393@demo-ml.example, resolved , critical ,3.6,2026-01-18,phone,platform,7.0,6.0,0
T02394-1,customer2394@demo-ml.example,, low ,4.3,2026-01-20,web,success,7.5,6.25,1
T02394-2, CUSTOMER2394@DEMO-ML.EXAMPLE , open , high ,3.0,2026-01-21,email,platform,14.0,7.5,2
T02394-3,customer2394@demo-ml.example, pending , low ,4.1,2026-01-22,chat,security,20.5,8.75,0
T02396-1,customer2396@demo-ml.example, pending , high ,3.3,2026-01-24,chat,security,8.5,6.75,0
T02397-1,customer2397@demo-ml.example, resolved ,,4.0,2026-01-26,phone,platform,9.0,7.0,1
T02397-2, CUSTOMER2397@DEMO-ML.EXAMPLE , closed , medium ,2.7,2026-01-27,web,security,15.5,8.25,2
T02398-1,customer2398@demo-ml.example, closed , low ,4.7,2026-01-28,web,success,9.5,7.25,2
T02399-1,customer2399@demo-ml.example, open , medium ,3.0,2026-01-30,email,billing,10.0,7.5,0
T02401-1,customer2401@demo-ml.example, resolved , critical ,4.4,2026-02-03,phone,platform,11.0,8.0,2
T02401-3,customer2401@demo-ml.example, open , critical ,4.2,2026-02-05,email,billing,24.0,1.5,1
T02402-1,customer2402@demo-ml.example, closed , low ,2.7,2026-02-05,web,success,11.5,8.25,0
T02403-1,customer2403@demo-ml.example, open , medium ,3.4,2026-02-07,email,billing,12.0,8.5,1
T02403-2, CUSTOMER2403@DEMO-ML.EXAMPLE , pending , critical ,4.5,2026-02-08,chat,success,18.5,0.75,2
T02404-1,customer2404@demo-ml.example, pending , high ,4.1,2026-02-09,chat,security,12.5,8.75,2
T02406-1,customer2406@demo-ml.example, closed , low ,3.1,2026-02-13,web,success,13.5,9.25,1
T02406-2, CUSTOMER2406@DEMO-ML.EXAMPLE , open , high ,4.2,2026-02-14,email,platform,20.0,1.5,2
T02407-1,customer2407@demo-ml.example, open , medium ,3.8,2026-02-15,email,billing,14.0,0.5,2
T02408-1,customer2408@demo-ml.example, pending , high ,,2026-02-17,chat,security,14.5,0.75,0
T02408-3,customer2408@demo-ml.example, closed , high ,4.3,2026-02-19,web,success,27.5,3.25,2
T02409-1,customer2409@demo-ml.example, resolved , critical ,2.8,2026-02-19,phone,platform,15.0,1.0,1
T02409-2, CUSTOMER2409@DEMO-ML.EXAMPLE , closed , medium ,3.9,2026-02-20,web,security,21.5,2.25,2
T02411-1,customer2411@demo-ml.example, open , medium ,4.2,2026-02-23,email,billing,16.0,1.5,0
T02412-1,customer2412@demo-ml.example, pending , high ,4.9,2026-02-25,chat,security,16.5,1.75,1
T02412-2, CUSTOMER2412@DEMO-ML.EXAMPLE , resolved , low ,3.6,2026-02-26,phone,billing,23.0,3.0,2
T02413-1,customer2413@demo-ml.example,, critical ,3.2,2026-02-27,phone,platform,17.0,2.0,2
T02414-1,customer2414@demo-ml.example, closed ,,3.9,2026-03-01,web,success,17.5,2.25,0
T02416-1,customer2416@demo-ml.example, pending , high ,,2026-03-05,chat,security,18.5,2.75,2
T02417-1,customer2417@demo-ml.example, resolved , critical ,3.6,2026-03-07,phone,platform,19.0,3.0,0
T02418-1,customer2418@demo-ml.example, closed , low ,4.3,2026-03-09,web,success,19.5,3.25,1
T02418-1,customer2418@demo-ml.example, closed , low ,4.3,2026-03-09,web,success,19.5,3.25,1
T02418-2, CUSTOMER2418@DEMO-ML.EXAMPLE , open , high ,3.0,2026-03-10,email,platform,26.0,4.5,2
T02419-1,customer2419@demo-ml.example, open , medium ,2.6,2026-03-11,email,billing,20.0,3.5,2
T02421-1,customer2421@demo-ml.example, resolved , critical ,4.0,2026-03-15,phone,platform,21.0,4.0,1
T02421-2, CUSTOMER2421@DEMO-ML.EXAMPLE , closed , medium ,2.7,2026-03-16,web,security,27.5,5.25,2
T02422-1,customer2422@demo-ml.example, closed , low ,4.7,2026-03-17,web,success,21.5,4.25,2
T02422-3,customer2422@demo-ml.example, pending , low ,4.5,2026-03-19,chat,security,34.5,6.75,1
T02423-1,customer2423@demo-ml.example, open , medium ,3.0,2026-03-19,email,billing,22.0,4.5,0
T02424-1,customer2424@demo-ml.example, pending , high ,,2026-03-21,chat,security,22.5,4.75,1
T02424-2, CUSTOMER2424@DEMO-ML.EXAMPLE , resolved , low ,4.8,2026-03-22,phone,billing,29.0,6.0,2
T02426-1,customer2426@demo-ml.example, closed , low ,2.7,2026-03-25,web,success,23.5,5.25,0
T02427-1,customer2427@demo-ml.example, open , medium ,3.4,2026-03-27,email,billing,24.0,5.5,1
T02427-2, CUSTOMER2427@DEMO-ML.EXAMPLE , pending , critical ,4.5,2026-03-28,chat,success,30.5,6.75,2
T02428-1,customer2428@demo-ml.example, pending , high ,4.1,2026-03-29,chat,security,24.5,5.75,2
T02429-1,customer2429@demo-ml.example, resolved , critical ,4.8,2026-03-31,phone,platform,25.0,6.0,0
T02429-3,customer2429@demo-ml.example, open , critical ,4.6,2026-01-02,email,billing,38.0,8.5,2
T02431-1,customer2431@demo-ml.example, open ,,3.8,2026-01-04,email,billing,26.0,6.5,2
T02431-1,customer2431@demo-ml.example, open ,,3.8,2026-01-04,email,billing,26.0,6.5,2
T02432-1,customer2432@demo-ml.example,, high ,,2026-01-06,chat,security,26.5,6.75,0
T02433-1,customer2433@demo-ml.example, resolved , critical ,2.8,2026-01-08,phone,platform,27.0,7.0,1
T02433-2, CUSTOMER2433@DEMO-ML.EXAMPLE , closed , medium ,3.9,2026-01-09,web,security,33.5,8.25,2
T02434-1,customer2434@demo-ml.example, closed , low ,3.5,2026-01-10,web,success,27.5,7.25,2
T02436-1,customer2436@demo-ml.example, pending , high ,4.9,2026-01-14,chat,security,28.5,7.75,1
T02436-2, CUSTOMER2436@DEMO-ML.EXAMPLE , resolved , low ,3.6,2026-01-15,phone,billing,35.0,9.0,2
T02436-3,customer2436@demo-ml.example, closed , high ,4.7,2026-01-16,web,success,41.5,1.25,0
T02437-1,customer2437@demo-ml.example, resolved , critical ,3.2,2026-01-16,phone,platform,29.0,8.0,2
T02438-1,customer2438@demo-ml.example, closed , low ,3.9,2026-01-18,web,success,29.5,8.25,0
T02439-1,customer2439@demo-ml.example, open , medium ,4.6,2026-01-20,email,billing,30.0,8.5,1
T02439-2, CUSTOMER2439@DEMO-ML.EXAMPLE , pending , critical ,3.3,2026-01-21,chat,success,36.5,0.75,2
T02441-1,customer2441@demo-ml.example, resolved , critical ,3.6,2026-01-24,phone,platform,31.0,9.0,0
T02442-1,customer2442@demo-ml.example, closed , low ,4.3,2026-01-26,web,success,31.5,9.25,1
T02442-2, CUSTOMER2442@DEMO-ML.EXAMPLE , open , high ,3.0,2026-01-27,email,platform,38.0,1.5,2
T02443-1,customer2443@demo-ml.example, open , medium ,2.6,2026-01-28,email,billing,32.0,0.5,2
T02443-3,customer2443@demo-ml.example, resolved , medium ,4.8,2026-01-30,phone,platform,45.0,3.0,1
T02444-1,customer2444@demo-ml.example, pending , high ,3.3,2026-01-30,chat,security,32.5,0.75,0
T02444-1,customer2444@demo-ml.example, pending , high ,3.3,2026-01-30,chat,security,32.5,0.75,0
T02446-1,customer2446@demo-ml.example, closed , low ,4.7,2026-02-03,web,success,33.5,1.25,2
T02447-1,customer2447@demo-ml.example, open , medium ,3.0,2026-02-05,email,billing,34.0,1.5,0
T02448-1,customer2448@demo-ml.example, pending ,,,2026-02-07,chat,security,34.5,1.75,1
T02448-2, CUSTOMER2448@DEMO-ML.EXAMPLE , resolved , low ,4.8,2026-02-08,phone,billing,41.0,3.0,2
T02449-1,customer2449@demo-ml.example, resolved , critical ,4.4,2026-02-09,phone,platform,35.0,2.0,2
T02451-1,customer2451@demo-ml.example,, medium ,3.4,2026-02-13,email,billing,36.0,2.5,1
T02451-2, CUSTOMER2451@DEMO-ML.EXAMPLE , pending , critical ,4.5,2026-02-14,chat,success,42.5,3.75,2
T02452-1,customer2452@demo-ml.example, pending , high ,4.1,2026-02-15,chat,security,36.5,2.75,2
T02453-1,customer2453@demo-ml.example, resolved , critical ,4.8,2026-02-17,phone,platform,37.0,3.0,0
T02454-1,customer2454@demo-ml.example, closed , low ,3.1,2026-02-19,web,success,37.5,3.25,1
T02454-2, CUSTOMER2454@DEMO-ML.EXAMPLE , open , high ,4.2,2026-02-20,email,platform,44.0,4.5,2
T02456-1,customer2456@demo-ml.example, pending , high ,,2026-02-23,chat,security,38.5,3.75,0
T02457-1,customer2457@demo-ml.example, resolved , critical ,2.8,2026-02-25,phone,platform,39.0,4.0,1
T02457-1,customer2457@demo-ml.example, resolved , critical ,2.8,2026-02-25,phone,platform,39.0,4.0,1
T02457-2, CUSTOMER2457@DEMO-ML.EXAMPLE , closed , medium ,3.9,2026-02-26,web,security,45.5,5.25,2
T02457-3,customer2457@demo-ml.example, open , critical ,2.6,2026-02-27,email,billing,4.0,6.5,0
T02458-1,customer2458@demo-ml.example, closed , low ,3.5,2026-02-27,web,success,39.5,4.25,2
T02459-1,customer2459@demo-ml.example, open , medium ,4.2,2026-03-01,email,billing,40.0,4.5,0
T02461-1,customer2461@demo-ml.example, resolved , critical ,3.2,2026-03-05,phone,platform,41.0,5.0,2
T02462-1,customer2462@demo-ml.example, closed , low ,3.9,2026-03-07,web,success,41.5,5.25,0
T02463-1,customer2463@demo-ml.example, open , medium ,4.6,2026-03-09,email,billing,42.0,5.5,1
T02463-2, CUSTOMER2463@DEMO-ML.EXAMPLE , pending , critical ,3.3,2026-03-10,chat,success,48.5,6.75,2
T02464-1,customer2464@demo-ml.example, pending , high ,,2026-03-11,chat,security,42.5,5.75,2
T02464-3,customer2464@demo-ml.example, closed , high ,2.7,2026-03-13,web,success,7.5,8.25,1
T02466-1,customer2466@demo-ml.example, closed , low ,4.3,2026-03-15,web,success,43.5,6.25,1
T02466-2, CUSTOMER2466@DEMO-ML.EXAMPLE , open , high ,3.0,2026-03-16,email,platform,50.0,7.5,2
T02467-1,customer2467@demo-ml.example, open , medium ,2.6,2026-03-17,email,billing,44.0,6.5,2
T02468-1,customer2468@demo-ml.example, pending , high ,3.3,2026-03-19,chat,security,44.5,6.75,0
T02469-1,customer2469@demo-ml.example, resolved , critical ,4.0,2026-03-21,phone,platform,45.0,7.0,1
T02469-2, CUSTOMER2469@DEMO-ML.EXAMPLE , closed , medium ,2.7,2026-03-22,web,security,51.5,8.25,2
T02471-1,customer2471@demo-ml.example, open , medium ,3.0,2026-03-25,email,billing,46.0,7.5,0
T02471-3,customer2471@demo-ml.example, resolved , medium ,2.8,2026-03-27,phone,platform,11.0,1.0,2
T02472-1,customer2472@demo-ml.example, pending , high ,,2026-03-27,chat,security,46.5,7.75,1
T02472-2, CUSTOMER2472@DEMO-ML.EXAMPLE , resolved , low ,4.8,2026-03-28,phone,billing,5.0,9.0,2
T02473-1,customer2473@demo-ml.example, resolved , critical ,4.4,2026-03-29,phone,platform,47.0,8.0,2
T02474-1,customer2474@demo-ml.example, closed , low ,2.7,2026-03-31,web,success,47.5,8.25,0
T02476-1,customer2476@demo-ml.example, pending , high ,4.1,2026-01-04,chat,security,48.5,8.75,2
T02477-1,customer2477@demo-ml.example, resolved , critical ,4.8,2026-01-06,phone,platform,49.0,9.0,0
T02478-1,customer2478@demo-ml.example, closed , low ,3.1,2026-01-08,web,success,49.5,9.25,1
T02478-2, CUSTOMER2478@DEMO-ML.EXAMPLE , open , high ,4.2,2026-01-09,email,platform,8.0,1.5,2
T02478-3,customer2478@demo-ml.example, pending , low ,2.9,2026-01-10,chat,security,14.5,2.75,0
T02479-1,customer2479@demo-ml.example, open , medium ,3.8,2026-01-10,email,billing,50.0,0.5,2
T02481-1,customer2481@demo-ml.example, resolved , critical ,2.8,2026-01-14,phone,platform,51.0,1.0,1
T02481-2, CUSTOMER2481@DEMO-ML.EXAMPLE , closed , medium ,3.9,2026-01-15,web,security,9.5,2.25,2
T02482-1,customer2482@demo-ml.example, closed ,,3.5,2026-01-16,web,success,51.5,1.25,2
T02483-1,customer2483@demo-ml.example, open , medium ,4.2,2026-01-18,email,billing,4.0,1.5,0
T02483-1,customer2483@demo-ml.example, open , medium ,4.2,2026-01-18,email,billing,4.0,1.5,0
T02484-1,customer2484@demo-ml.example, pending , high ,4.9,2026-01-20,chat,security,4.5,1.75,1
T02484-2, CUSTOMER2484@DEMO-ML.EXAMPLE , resolved , low ,3.6,2026-01-21,phone,billing,11.0,3.0,2
T02486-1,customer2486@demo-ml.example, closed , low ,3.9,2026-01-24,web,success,5.5,2.25,0
T02487-1,customer2487@demo-ml.example, open , medium ,4.6,2026-01-26,email,billing,6.0,2.5,1
T02487-2, CUSTOMER2487@DEMO-ML.EXAMPLE , pending , critical ,3.3,2026-01-27,chat,success,12.5,3.75,2
T02488-1,customer2488@demo-ml.example, pending , high ,,2026-01-28,chat,security,6.5,2.75,2
T02489-1,customer2489@demo-ml.example,, critical ,3.6,2026-01-30,phone,platform,7.0,3.0,0
T02491-1,customer2491@demo-ml.example, open , medium ,2.6,2026-02-03,email,billing,8.0,3.5,2
T02492-1,customer2492@demo-ml.example, pending , high ,3.3,2026-02-05,chat,security,8.5,3.75,0
T02492-3,customer2492@demo-ml.example, closed , high ,3.1,2026-02-07,web,success,21.5,6.25,2
T02493-1,customer2493@demo-ml.example, resolved , critical ,4.0,2026-02-07,phone,platform,9.0,4.0,1
T02493-2, CUSTOMER2493@DEMO-ML.EXAMPLE , closed , medium ,2.7,2026-02-08,web,security,15.5,5.25,2
T02494-1,customer2494@demo-ml.example, closed , low ,4.7,2026-02-09,web,success,9.5,4.25,2
T02496-1,customer2496@demo-ml.example, pending , high ,,2026-02-13,chat,security,10.5,4.75,1
T02496-1,customer2496@demo-ml.example, pending , high ,,2026-02-13,chat,security,10.5,4.75,1
T02496-2, CUSTOMER2496@DEMO-ML.EXAMPLE , resolved , low ,4.8,2026-02-14,phone,billing,17.0,6.0,2
T02497-1,customer2497@demo-ml.example, resolved , critical ,4.4,2026-02-15,phone,platform,11.0,5.0,2
T02498-1,customer2498@demo-ml.example, closed , low ,2.7,2026-02-17,web,success,11.5,5.25,0
T02499-1,customer2499@demo-ml.example, open ,,3.4,2026-02-19,email,billing,12.0,5.5,1
T02499-2, CUSTOMER2499@DEMO-ML.EXAMPLE , pending , critical ,4.5,2026-02-20,chat,success,18.5,6.75,2
T02499-3,customer2499@demo-ml.example, resolved , medium ,3.2,2026-02-21,phone,platform,25.0,8.0,0
T02501-1,customer2501@demo-ml.example, resolved , critical ,4.8,2026-02-23,phone,platform,13.0,6.0,0
T02502-1,customer2502@demo-ml.example, closed , low ,3.1,2026-02-25,web,success,13.5,6.25,1
T02502-2, CUSTOMER2502@DEMO-ML.EXAMPLE , open , high ,4.2,2026-02-26,email,platform,20.0,7.5,2
T02503-1,customer2503@demo-ml.example, open , medium ,3.8,2026-02-27,email,billing,14.0,6.5,2
T02504-1,customer2504@demo-ml.example, pending , high ,,2026-03-01,chat,security,14.5,6.75,0
T02506-1,customer2506@demo-ml.example, closed , low ,3.5,2026-03-05,web,success,15.5,7.25,2
T02506-3,customer2506@demo-ml.example, pending , low ,3.3,2026-03-07,chat,security,28.5,0.75,1
T02507-1,customer2507@demo-ml.example, open , medium ,4.2,2026-03-07,email,billing,16.0,7.5,0
T02508-1,customer2508@demo-ml.example,, high ,4.9,2026-03-09,chat,security,16.5,7.75,1
T02508-2, CUSTOMER2508@DEMO-ML.EXAMPLE , resolved , low ,3.6,2026-03-10,phone,billing,23.0,9.0,2
T02509-1,customer2509@demo-ml.example, resolved , critical ,3.2,2026-03-11,phone,platform,17.0,8.0,2
T02509-1,customer2509@demo-ml.example, resolved , critical ,3.2,2026-03-11,phone,platform,17.0,8.0,2
T02511-1,customer2511@demo-ml.example, open , medium ,4.6,2026-03-15,email,billing,18.0,8.5,1
T02511-2, CUSTOMER2511@DEMO-ML.EXAMPLE , pending , critical ,3.3,2026-03-16,chat,success,24.5,0.75,2
T02512-1,customer2512@demo-ml.example, pending , high ,,2026-03-17,chat,security,18.5,8.75,2
T02513-1,customer2513@demo-ml.example, resolved , critical ,3.6,2026-03-19,phone,platform,19.0,9.0,0
T02513-3,customer2513@demo-ml.example, open , critical ,3.4,2026-03-21,email,billing,32.0,2.5,2
T02514-1,customer2514@demo-ml.example, closed , low ,4.3,2026-03-21,web,success,19.5,9.25,1
T02514-2, CUSTOMER2514@DEMO-ML.EXAMPLE , open , high ,3.0,2026-03-22,email,platform,26.0,1.5,2
T02516-1,customer2516@demo-ml.example, pending ,,3.3,2026-03-25,chat,security,20.5,0.75,0
T02517-1,customer2517@demo-ml.example, resolved , critical ,4.0,2026-03-27,phone,platform,21.0,1.0,1
T02517-2, CUSTOMER2517@DEMO-ML.EXAMPLE , closed , medium ,2.7,2026-03-28,web,security,27.5,2.25,2
T02518-1,customer2518@demo-ml.example, closed , low ,4.7,2026-03-29,web,success,21.5,1.25,2
T02519-1,customer2519@demo-ml.example, open , medium ,3.0,2026-03-31,email,billing,22.0,1.5,0
T02521-1,customer2521@demo-ml.example, resolved , critical ,4.4,2026-01-04,phone,platform,23.0,2.0,2
T02522-1,customer2522@demo-ml.example, closed , low ,2.7,2026-01-06,web,success,23.5,2.25,0
T02522-1,customer2522@demo-ml.example, closed , low ,2.7,2026-01-06,web,success,23.5,2.25,0
T02523-1,customer2523@demo-ml.example, open , medium ,3.4,2026-01-08,email,billing,24.0,2.5,1
T02523-2, CUSTOMER2523@DEMO-ML.EXAMPLE , pending , critical ,4.5,2026-01-09,chat,success,30.5,3.75,2
T02524-1,customer2524@demo-ml.example, pending , high ,4.1,2026-01-10,chat,security,24.5,2.75,2
T02526-1,customer2526@demo-ml.example, closed , low ,3.1,2026-01-14,web,success,25.5,3.25,1
T02526-2, CUSTOMER2526@DEMO-ML.EXAMPLE , open , high ,4.2,2026-01-15,email,platform,32.0,4.5,2
T02527-1,customer2527@demo-ml.example,, medium ,3.8,2026-01-16,email,billing,26.0,3.5,2
T02527-3,customer2527@demo-ml.example, resolved , medium ,3.6,2026-01-18,phone,platform,39.0,6.0,1
T02528-1,customer2528@demo-ml.example, pending , high ,,2026-01-18,chat,security,26.5,3.75,0
T02529-1,customer2529@demo-ml.example, resolved , critical ,2.8,2026-01-20,phone,platform,27.0,4.0,1
T02529-2, CUSTOMER2529@DEMO-ML.EXAMPLE , closed , medium ,3.9,2026-01-21,web,security,33.5,5.25,2
T02531-1,customer2531@demo-ml.example, open , medium ,4.2,2026-01-24,email,billing,28.0,4.5,0
T02532-1,customer2532@demo-ml.example, pending , high ,4.9,2026-01-26,chat,security,28.5,4.75,1
T02532-2, CUSTOMER2532@DEMO-ML.EXAMPLE , resolved , low ,3.6,2026-01-27,phone,billing,35.0,6.0,2
T02533-1,customer2533@demo-ml.example, resolved ,,3.2,2026-01-28,phone,platform,29.0,5.0,2
T02534-1,customer2534@demo-ml.example, closed , low ,3.9,2026-01-30,web,success,29.5,5.25,0
T02534-3,customer2534@demo-ml.example, pending , low ,3.7,2026-02-01,chat,security,42.5,7.75,2
T02536-1,customer2536@demo-ml.example, pending , high ,,2026-02-03,chat,security,30.5,5.75,2
T02537-1,customer2537@demo-ml.example, resolved , critical ,3.6,2026-02-05,phone,platform,31.0,6.0,0
T02538-1,customer2538@demo-ml.example, closed , low ,4.3,2026-02-07,web,success,31.5,6.25,1
T02538-2, CUSTOMER2538@DEMO-ML.EXAMPLE , open , high ,3.0,2026-02-08,email,platform,38.0,7.5,2
T02539-1,customer2539@demo-ml.example, open , medium ,2.6,2026-02-09,email,billing,32.0,6.5,2
T02541-1,customer2541@demo-ml.example, resolved , critical ,4.0,2026-02-13,phone,platform,33.0,7.0,1
T02541-2, CUSTOMER2541@DEMO-ML.EXAMPLE , closed , medium ,2.7,2026-02-14,web,security,39.5,8.25,2
T02541-3,customer2541@demo-ml.example, open , critical ,3.8,2026-02-15,email,billing,46.0,0.5,0
T02542-1,customer2542@demo-ml.example, closed , low ,4.7,2026-02-15,web,success,33.5,7.25,2
T02543-1,customer2543@demo-ml.example, open , medium ,3.0,2026-02-17,email,billing,34.0,7.5,0
T02544-1,customer2544@demo-ml.example, pending , high ,,2026-02-19,chat,security,34.5,7.75,1
T02544-2, CUSTOMER2544@DEMO-ML.EXAMPLE , resolved , low ,4.8,2026-02-20,phone,billing,41.0,9.0,2
T02546-1,customer2546@demo-ml.example,, low ,2.7,2026-02-23,web,success,35.5,8.25,0
T02547-1,customer2547@demo-ml.example, open , medium ,3.4,2026-02-25,email,billing,36.0,8.5,1
T02547-2, CUSTOMER2547@DEMO-ML.EXAMPLE , pending , critical ,4.5,2026-02-26,chat,success,42.5,0.75,2
T02548-1,customer2548@demo-ml.example, pending , high ,4.1,2026-02-27,chat,security,36.5,8.75,2
T02548-1,customer2548@demo-ml.example, pending , high ,4.1,2026-02-27,chat,security,36.5,8.75,2
T02548-3,customer2548@demo-ml.example, closed , high ,3.9,2026-03-01,web,success,49.5,2.25,1
T02549-1,customer2549@demo-ml.example, resolved , critical ,4.8,2026-03-01,phone,platform,37.0,9.0,0
T02551-1,customer2551@demo-ml.example, open , medium ,3.8,2026-03-05,email,billing,38.0,0.5,2
T02552-1,customer2552@demo-ml.example, pending , high ,,2026-03-07,chat,security,38.5,0.75,0
T02553-1,customer2553@demo-ml.example, resolved , critical ,2.8,2026-03-09,phone,platform,39.0,1.0,1
T02553-2, CUSTOMER2553@DEMO-ML.EXAMPLE , closed , medium ,3.9,2026-03-10,web,security,45.5,2.25,2
T02554-1,customer2554@demo-ml.example, closed , low ,3.5,2026-03-11,web,success,39.5,1.25,2
T02556-1,customer2556@demo-ml.example, pending , high ,4.9,2026-03-15,chat,security,40.5,1.75,1
T02556-2, CUSTOMER2556@DEMO-ML.EXAMPLE , resolved , low ,3.6,2026-03-16,phone,billing,47.0,3.0,2
